pnl,user,baseAssetAmount,quoteAssetAmountAfter,quoteEntryAmount,settlePrice,txSig,slot,datetime,marketIndex,explanation,programId
-12.215583,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-328.7248,-441.80498,1.643624,rPiJ8TAmrBW5qKPQquCA4YTTnBrpVN5DBfVSxL7AbVrKZ8KUXB4VKrNZqsnNpYmsuih75CWGsmK9Qsn1wiGKt9m,240763351,1/9/2024  4:30:04 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-12.137896,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-301.452,-392.141546,0.25121,3QUp4uzLYTWV3pU5spuw9J1YPzDtRNKG3wNLCWbFkzEtXbGAPhYq9UrtYF1fSo2yuxr3drsdnDCXgMQYEQAmkhvC,240780712,1/9/2024  6:39:07 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.1176,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-301.5696,-392.141546,0.251308,5Qq7YHFx9KhckZ37dRXvn7LMhAJpEPDeni1jmn6Jx5yZhgdbZvEQSVsngDmtKzeQmT9GbFN2cjW9YGZZPamS3mrV,240780735,1/9/2024  6:39:16 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-21.843808,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-306.9172,-441.80498,1.534586,3fX3as6A8iPJgRuck7NajByUBzSpZGQjmG9yLZh6nFcowu2bgZgMkuyKzQw4wP8yq7rFfoqrpQFjhjEK98GvuuPq,240799796,1/9/2024  8:56:39 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
16.230199,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-423.7152,-429.66534,13.2411,27aSZk3XSPZ9q64vJffSX55NDVinEt9QktisgrCLs3tcrNVKdMtXWqm2Qpt8vmJFZJqLEu3TcTGjzLvLbteh8zRW,240809793,1/9/2024  10:09:21 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.2912,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-423.424,-429.66534,13.232,3GstGtwmpUbFXt8GLWcTNJSzszGaPaQxSJsft2L9gk457Nq93N5LmdopaMboNnqDmhjneyoac7M2CuiP7zj7WbuP,240809845,1/9/2024  10:09:44 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-11.581549,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-290.0208,-392.141546,0.241684,4p55s2Rpd7vUBiNBzHmThmAvjSp3jyvz4JW1hTEUveb94b7By3hGD26xGpfbwpn4cNJ1Sx2WeT96Urev5bbW3Vvq,240815979,1/9/2024  10:53:56 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-10.517498,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-412.9216,-429.66534,12.9038,5FBACoTPhinrqtTmiTMdjX8Wy8ReZTwYx6gjvk6vmUcKXSYYdZ8iyHXUDhwJppkccXoPUDuAhQh9YaDgRvEbGuke,240828997,1/9/2024  12:30:22 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.4288,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-412.4928,-429.66534,12.8904,5C5yuXbDtYAXdPjD2XMykp2khmjADctMcVcujr3P6c3V2MM8cageivriewcvBb4n512R9ChdfWXq7UTSMaeECdA2,240829031,1/9/2024  12:30:38 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-17.399786,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-597.359024,-673.174235,97.927709,5kfQjDF392sA8WQ3gGGFhdP5c7krDSi2nLgxDtybWPngX6SqKuRq2Hx4zjNdMExhJLh3hKpQFUy6EPvWfrpuo7mn,240846783,1/9/2024  2:43:55 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.049501,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-597.309523,-673.174235,97.919594,3KUx3Pr2vvhC7opC6rfE1R5AKKp2H3Z3mqNFjUWjKDHiUdkuFC7tQsGMX6SaufjpENCGaG1CkP1jVaQYLGex7MU,240846842,1/9/2024  2:44:22 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
31.566462,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-444.16,-429.66534,13.88,5iXnds18xkXttQUrPQUSCuuDPzi5zcSGg6z4otxkb5K9Ab7nkAkpYxfnW1HnA9exmHCsYX2HiCQpjAxup4QK7Prf,240860953,1/9/2024  4:24:58 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.16,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-444.0,-429.66534,13.875,2icxS48ier983b2dLzXF843ZKNyxWyhTHBNdr8f6m5hWCebWjTasenDoaYW5Tu7qsAbEjaQDkncZKxVbxLKqeYdv,240860993,1/9/2024  4:25:14 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
41.825194,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-486.1152,-429.66534,15.1911,3vr8HNkiKXk1eU47zPpFhitus85cAsgxY5sVBZFWexVYWw5vw6mXnJ6QpGe5qdXq8QwAEWczMF1VPMVMgPiLwkb5,240890662,1/9/2024  8:03:30 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.7744,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-486.8896,-429.66534,15.2153,bceMfqq4WkTBSvm6zVTnW7LZ4BmZYaZsncbhifGN1uoBaNRwXoXbXx5WrxpT1Qh9ej2bHaXvtWgCUjLppYTZ9p1,240890677,1/9/2024  8:03:37 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.914605,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-301.1724,-392.141546,0.250977,2kLdiU2uXXxsmXhRgkBKzY3uqC6mqnsh7LHR79tJ7Bc8B84P4AZawbVZ83fDUDocoXDGErkk3LdmHAWwn13mnHAp,240896893,1/9/2024  8:49:53 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.181815,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-607.56,-673.174235,99.6,2fSzChfHESsMJsr7S8PdU49WfQXjTDscdtjmVPwN3zqPNHUvWGFqmPcXx8VqhogKonNXz9VYM4B7Ev2CJCWDvoUD,240901219,1/9/2024  9:22:13 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.143698,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-607.416302,-673.174235,99.576443,27eGn812zxmFU1r7XBsZ7fcYjbfR1PgVPHdFvZzEWfSBShhH6w6KSyTYZ469ts8V48UBB42ymroUkR1XMmXJGe41,240901223,1/9/2024  9:22:15 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
12.540521,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-499.4048,-429.66534,15.6064,3Pt1btSpS9i6TgZhvchAD7JadpFekxEupNLYDej9AfoGsqmsP4Ywpi6nEPeL6ELHvfnvQdhCn9DmQ5CB4j8Um5xM,240901924,1/9/2024  9:27:33 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
16.576776,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-323.5436,-441.80498,1.617718,4VnAnZC8ZVnvkJEnSEFnFr6W1gJXVXWCC7TrGMjJaC7AGRLFDFTWZweBZ6ezXbBQJFLkWcB8Mt5hXftLZSBW3mUK,240903034,1/9/2024  9:35:59 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
20.448582,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-519.9072,-429.66534,16.2471,3o6HS2bBQezW1R7imxvDRxMUonn6tHX2eekhqQHQfrPTDi4YJAzPc1CfZXcKf4ncqUY4UKKZqhCzpMchkSddHTsA,240908346,1/9/2024  10:15:45 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.4192,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-519.488,-429.66534,16.234,2gz2EQoJmmnXmBZrehV2Fz3GZ388U75i9kfdiw1KJvo89XbmcRppniGfoSNoMNywLt6bPyU4sST4zhcLCvkwhSw9,240908353,1/9/2024  10:15:48 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-29.987797,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,24.0,-366.12,-322.249006,15.255,3xTsdZ9HwZ966zEoAoBoej5shzX39v7gXdKUYopLtAB9QrECh4cUFaUDC44iPKWgYLBrbR6Tbd4kxTg2BccTwF7B,240939981,1/10/2024  2:11:52 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-3.39201,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,45631.446916,565nZjSkKTQzV7trpkMHRPE9nhyXFpqXP6PYZX3TcqoSkysHgA9WDoqAADb41y6ofb16sY1TjdkVXuPeQtv41gJX,240955306,1/10/2024  4:05:10 AM,1,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-42.810479,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,24.0,-323.76,-322.249006,13.49,MBbFaBHM7vsogPFe55b32YNGaGaj2LaBs3fJGFN8GwVXQ9xxjSk9ttggciKyro1WLa4cNKJYj46mgcbfmiwspxn,241003924,1/10/2024  9:58:39 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
21.290133,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,24.0,-345.36,-322.249006,14.39,5SFZWRDeV7SGzCRW9m1wzdWNkVq7PYWG2nLpLc3hNio5RzpMiY9sUpXGgVwxQc4MYUG5AiKg1XxV9sCrqUtHFaCV,241032102,1/10/2024  1:24:33 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
22.969386,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.33,-815.282764,-791.169132,2470.553832,2XnBnd3jQnduza4huS7Pg5prMijBwgyuLMuVbtfiCE7Jx3qHn99jinkaX6tBsFcFJqUfjwLvmwhUPyansQZksgwG,241032117,1/10/2024  1:24:40 PM,2,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
17.040391,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.409,-1028.932222,-987.307172,2515.726706,5WngK4MbvLVWcktUZpuSpVjN4tqbBR7B92x3T1aGejmsM6CFBi4PGxSUxyE67Q6HEabuYyAEACgqd4QLQC9TMh78,241047579,1/10/2024  3:15:46 PM,2,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
9.705916,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,24.0,-355.2,-322.249006,14.8,4wk2TjNxuCnqmT66pbq6zTyvHvuZEnkKM9sdbm4VvMe1ygnLTSdynpF6biB5EZUB5ViktAGRn5V4qUVqu7CwTJbd,241047647,1/10/2024  3:16:15 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.760856,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-312.4944,-392.141546,0.260412,4DmzxYxAjrxTR1h47KciRuudhTn7Y2KGLmqLdBdK156jVPnT1MLNBGhGtUL8oRinKDZCRE7WL94PdJnmQ7AVw5ox,241047648,1/10/2024  3:16:16 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
23.640385,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-347.4998,-441.80498,1.737499,5L9Z3x2ENsM4kuWNhM7TVPgsvZjFdEGVgCk15ARw7nAjqYGMy55z69NEVfNw7diyG14QHACUgJ1ZGLudKZ5yCZ8z,241047764,1/10/2024  3:17:07 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
22.78442,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,21.0,-330.0381,-281.967881,15.7161,4Z1UMebTY8CgiC2ZFMJNZcAAMzSYaNakwUMK3MrNyBHzUZrbSamK7b8pezBiYpiVp8kLtRQn7Pk441y91pck3Wdi,241055390,1/10/2024  4:11:17 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
11.55585,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-324.0864,-392.141546,0.270072,JWTqxR7hAZvjNmyQp71V2VfVeJYPWqwu6HhJuo9pPNGNTC4gPukrsAQPSHZNSdwv2LA7Gg4cgVpSTmTDDnrr5W9,241055434,1/10/2024  4:11:37 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
26.007375,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-373.5442,-441.80498,1.867721,38qTUh3JTDoN3f5F5WgF5hP4imXSDRTiM6yT7swX9oZQV64tVKXL7XAPZxg6mNwNVup1WVFt855xN5hqgYJySV4b,241055469,1/10/2024  4:11:52 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
12.731174,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-620.401195,-673.174235,101.705114,2R1wKonZX9gcxK8WzfzR62kEApntPB63xTZZH1kjGY3Yz6bn9mWrXc4zqVJ98hs2eXYSZDVJejbnkTJjKc2PNnMV,241055482,1/10/2024  4:11:57 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
24.977843,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,445.0,-326.943725,-301.33179,0.734705,5LZJu5HXHuJpZXiWwcFztwFP3row8wc5VsnG7PKT4XJ2JsVmEeXo3eSQDHfCSgtFSFfKbqN7GuoWqrEr69U1EvPq,241055566,1/10/2024  4:12:34 PM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
8.859869,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,366.0,-326.425152,-317.156106,0.891872,4272Mm8z4SLiM8QbJxUDhSy1UgKALeiapAbpwtDumAz1MXuQyCK2UXmDZZuTA5CwTvPLzVzrm7waHCmvHo7qgNCx,241055599,1/10/2024  4:12:47 PM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
13.7238,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-387.268,-441.80498,1.93634,5kN1pfzDBnUNM6q4E8wYpuaHUgQHoGZorwP7ZNyfNt3bHmTn4sAPWg3YA4BMWfhDBd5WLh1PrL1bm38muUCcPkpW,241057699,1/10/2024  4:28:15 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
13.3812,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,21.0,-343.4193,-281.967881,16.3533,4wXvFtWAUcHvN2ByL6oVJeaWvrUCG8bfVPTyYvGeu2RPidFeViM6xLGto3uPBhngYXQ7sZtsngLjNHNDaiDvdWk6,241057726,1/10/2024  4:28:28 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
22.0809,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,445.0,-349.024625,-301.33179,0.784325,2KLeuyrnbvx3uyM6Zvy3uXMzzn2bMjZjP3fTcU8p6bG58KsEGiMaCkNf8ZAo9EE7s47vYeAev1NjwaJsyJfHYhaU,241057802,1/10/2024  4:28:59 PM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.988666,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.409,-1040.131815,-987.307172,2543.109574,5FTFeMFLG2orLybtdDspZq85kGpzttZnPgejZiYwXFuLEgTSoeeWpRZL2sV7qiFydsUFyR49QYwgmzZNEqHWG2re,241057918,1/10/2024  4:29:49 PM,2,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
28.903212,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.409,-1069.897147,-987.307172,2615.885445,54aZUzbRGighztS71n2ERhawsYj3FsBBHqENHXeuEgrPpE9izuJg9YJ8ivWg1n8Zhh8Vp7dfSF2avFGMQxeS4v69,241111945,1/10/2024  11:00:03 PM,2,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-24.475889,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,445.0,-324.72184,-301.33179,0.729712,n9KYmeQmfr74YUiUtEsA34JH7EhfSUENYbhR7icwaMKucW1nU8bCgcxNusZAN2cZ5CBaBjbPQNeb5xg6jsp4hSV,241114164,1/10/2024  11:16:13 PM,21,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
18.217804,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-342.762,-392.141546,0.285635,4t3z87fJqSGuvvD1iqDCWaSybKpsbZnthgsb2Ngk5ovfe7e3r7F92qWhJFJKjPSVrJBYUD3mxxekSv8FBfbiQqFs,241152956,1/11/2024  4:06:26 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
25.011598,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,445.0,-349.93999,-301.33179,0.786382,5KMPTDcQ7mVugS5MN8zGfG2xGPrd6M6Tk9tFeAEQwjXpuX7YBuYsVxAVPPD1DExWKBft7hr7FCN2HQNoxzTRtaXW,241152977,1/11/2024  4:06:35 AM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
7.753377,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,366.0,-334.73445,-317.156106,0.914575,2XAerkQSegv3hY7mdigWFxJ9A7LQYu7gcPLNFJwefdEUAVNfMz61x1FY3hdqA933sFpfZFrM6Vczt1YR6JQqZy3,241153011,1/11/2024  4:06:50 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
23.364073,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-643.945871,-673.174235,105.564897,4oU6EvjSABo9fwboF2W7EHuLh67ooxZCsiQvrTcbuDs65RceDbcAYvvV8zNn4zBbemzv58H7WEj7b5kA1Kqs8XYR,241185173,1/11/2024  8:00:20 AM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
11.882038,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,366.0,-346.79964,-317.156106,0.94754,3Y2ZFunwp5EEJNugkrszwnspgmUvNh2bV8b8h4FKAJc1k5tMxnTmgDWcnuSrZUodfTh24T1GzQt6zdbgDEEEuQVa,241185203,1/11/2024  8:00:33 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
12.562744,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,2648.12,2akEeaG8dbGcaKtM4mixo4JkCsamP7J9ayczsjdSZNXrbyj5CSGAALFUSGexiUoWTuircyNcNKkDq8PfCMHqmo67,241186393,1/11/2024  8:09:03 AM,2,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
1.538172,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,0.948074,3Y1epc417QViMu9FqPWBuXvPVrSiQ4k3DEibSEQNC3VyZ54B1QKaQuJX4tGEc8FXR4Yo7a5Cn6ivwEgWbbxzJUd4,241187607,1/11/2024  8:17:39 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-2.745589,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,0.778369,5VjJ4osMxYFjQDcToo3q37NVkroXHQcaC3zL73j7ATCtfwmCTJVG317uQ5AdEUhoDakdZ5eGXbnz8ozTriU79db2,241187628,1/11/2024  8:17:48 AM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.166875,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,4.0,-67.08,-53.708168,16.77,74eX4R1yQ8t6gtoHSxUTNvBJm77Lte9b9FUkEg86igfbUE8L7zB21iiVFQfEJa5QP71oVxEmsR31vWRZf7Vnrmb,241187647,1/11/2024  8:17:56 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-1.219328,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,16.6317,wxgLawzbrHuWfHKrj1KfB3yv14nx2i31yxTjjMtj3oa15HCzjdjcRceGZL4JAjMMrjbJWAKd7ftP4gH24FQ1Noz,241187929,1/11/2024  8:19:57 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
35.469985,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-423.942,-441.80498,2.11971,wZrEfGpDoscoqwu7JxTfbYwSsLbpownKpce4u6wkoqQZ5RnAY5xoRUoYQXcrsRLiyeJtTRTFdvszMh2JwMoraBS,241207206,1/11/2024  10:35:28 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-38.562371,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-605.425,-673.174235,99.25,41Gqaqkk4xTHQzT7SPsKqgRigPZVNftyYmQuVq2raYyZFXKZT5r7hVGsiGx2My8b6NZDq9Zq6sqBY5BnJGsparj4,241207395,1/11/2024  10:36:48 AM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-1.9852,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-421.9568,-441.80498,2.109784,3Fjdyttmdf5p5igFiUJ26Ueu63N23keZ4UuSksrFn8fcMcywc3sNDpkJSh1d6mdSRvjVAdcxy7mpWL6SHX9uWr4r,241207407,1/11/2024  10:36:53 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.2404,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-421.7164,-441.80498,2.108582,3udhwQyYVWjTm9ZKVv3YahkkkRWfSdBAaTwtPHdJzSPoagJiqRaLQ1RJS9E4jsrykvxfr5eNk6QUqV7AHBeCapXe,241207422,1/11/2024  10:37:00 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-13.260346,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-329.736,-392.141546,0.27478,514WYybiJYRDUH6S829d6DMJ8tWUKFQv5D2omgEXNPjidSMDmxFvocand973fDoRrxtkL6ZHShRkr3cCM25cU2Hb,241207470,1/11/2024  10:37:20 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.826381,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-616.402255,-673.174235,101.04955,U9qgq4NotDvfHfkTa2fcfh6ausMwBjk4DHopUjt1Uk4jSXvQ2rieuqJDmW7JxhN5krXgBPo2kCYcH42T7Z1zNtc,241240603,1/11/2024  2:35:19 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
10.449651,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-340.3236,-392.141546,0.283603,3Gzb2gG5Hh7phW3J6eis8CN42KUJwCfUXH6kAWkS73aiYuJ6tVVyY2KoZ3QcGPjGbJTtpZaipUgAH86qewq6ruD1,241240709,1/11/2024  2:36:02 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
22.654693,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,200.0,-441.80498,-441.80498,2.490631,3UCu8cdoTXhzNpq4EJNxba3DYuNAG3QRyS7MFVzDZfr7gMWxqLbcHDzKHyDFP6mZuW3b3WSd6HdnVsFXextK1jDn,241695349,1/13/2024  9:48:49 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
36.054166,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,1200.0,-377.082,-392.141546,0.314235,2QywwVCcM3to3KeAg8VgGr3N46Yiw6r6ETCJsENw1ZzSQJdEGAzcr6dZdg6uu2MgPYtrquyD3KxiNmkQKE5jdftU,241695386,1/13/2024  9:49:06 PM,18,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-1.47692,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,6.1,-615.55752,-673.174235,100.911069,31s8apvEA7p2Cg9Da7o9TyiPeT33mMxoPhVZEAokwBuLN3pGfk4ME5auvnoNhffua2825qz8ortkcRDKzf8KkPSG,241811251,1/14/2024  12:08:27 PM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
43.545692,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,300.0,-107.5224,-108.100103,0.358408,2XvpUmkrP9xdgvov1yTcVPiNXX2r8fsVsEH5CVgth3FsfHXAtgwHuz7cHtiu2H6UFSEHomD7QXc35NARV9TRrSS,241813616,1/14/2024  12:25:31 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
